qid,P1087,qal585,S813,S854,S1440
Q27531097,2340,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14114062
Q27523624,2331,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14114127
Q27530161,2330,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14114801
Q27527639,2330,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14115182
Q27525846,2395,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14116499
Q27525523,2412,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14117517
Q27533391,2325,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14118203
Q27523752,2351,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14118467
Q27534043,2321,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14118610
Q27526957,2366,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14120615
Q27525300,2408,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14121379
Q27528749,2341,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14123452
Q27525405,2400,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14125323
Q27531943,2305,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14127776
Q27527391,2398,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14129477
Q27531893,2554,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14129574
Q27533829,2431,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14130785
Q27529796,2318,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14139634
Q27523992,2324,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14159929
Q27529926,2423,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14200139
Q27525386,2378,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14202344
Q27532037,2474,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14205483
Q27533137,2497,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1438832
Q27530762,2357,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14400251
Q27532168,2399,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14400596
Q27523948,2291,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14400790
Q27532904,2349,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14400820
Q27526929,2305,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14401010
Q27533345,2291,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14401053
Q27523975,2369,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14407701
Q27526285,2461,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14500175
Q27523626,2360,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14500574
Q27528428,2310,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14501163
Q27526250,2360,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14501570
Q27525392,2386,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14502160
Q27529870,2397,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14502275
Q27533085,2304,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14503050
Q27524736,2245,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14503280
Q27533883,2259,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14505010
Q27527564,2317,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14505380
Q27529974,2417,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14508044
Q27527541,2362,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14508141
Q27527819,2304,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14509717
Q27524222,2345,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14600064
Q27527937,2342,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14600099
Q12787715,2346,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14600188
Q27524305,2305,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14600226
Q27532885,2298,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14600773
Q27532659,2387,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14603616
Q27533206,2359,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14608154
Q27533209,2406,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14608162
Q12768337,2426,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14900475
Q27527724,2321,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14900890
Q27530819,2234,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14902877
Q27526840,2268,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14903750
Q27526882,2430,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14905361
Q27524919,2378,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14908034
Q27524935,2223,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14910659
Q27526973,2263,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14911213
Q27526046,2324,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14915928
Q27527643,2352,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,15002152
Q27529151,2489,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,15002187
Q27525116,2294,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1501518
Q27531068,2376,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1502506
Q27525054,2300,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1504436
Q27528890,2405,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1506331
Q27529783,2393,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1508148
Q27530348,2289,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1519484
Q27523435,2367,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1603337
Q27528024,2430,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1617001
Q27527588,2400,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1700278
Q27529887,2309,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1700634
Q27526218,2385,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1700820
Q27523273,2300,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1702718
Q27527336,2372,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1704150
Q27522878,2267,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1705040
Q27526634,2347,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1709143
Q27525806,2395,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2001128
Q27531715,2348,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2001527
Q27524279,2305,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2001810
Q27534084,2415,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2008424
Q27523319,2357,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2010607
Q27524263,2335,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2021366
Q27527457,2484,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2024322
Q27533830,2316,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2039290
Q27527267,2248,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2090678
Q27529948,2302,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2118939
Q27529037,2403,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2200112
Q27525296,2444,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2200341
Q27528917,2305,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2200619
Q27523378,2326,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2203820
Q27523116,2347,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2205513
Q27527418,2277,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2207508
Q27524009,2326,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2207710
Q27522817,2316,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2207885
Q28480701,1868,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5114349
Q28480739,1900,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5212510
Q28480708,1881,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5300819
Q28480267,1736,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5501148
Q28480249,1899,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5801737
Q28480259,1974,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5802423
Q28480276,1650,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5802580
Q28480261,1914,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,6000711
Q28480277,1779,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,6402348
Q28481029,1952,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,7105231
Q28480767,1789,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,7107757
Q28480780,1874,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,7901461
Q28480782,1918,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,8500924
Q28480790,2204,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,8600759
Q28481115,2081,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,8603731
Q28481145,1839,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,8700125
Q28481117,2147,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,872342
Q28481108,2309,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,875813
Q28481067,1643,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,9302484
Q27525524,2346,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4167554
Q27534208,2415,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4634675
Q27597702,2294,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12900460
Q27526689,2304,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24140090
Q27524420,2396,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4630394
Q27525068,2410,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2214067
Q27526539,2373,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4136306
Q28480159,1989,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4188217
Q27579706,2134,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4200128
Q27598109,2244,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4402413
Q27598114,2038,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4402626
Q27526865,2347,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4671694
Q28480192,2058,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4681401
Q553222,2519,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4171055
Q27523578,2367,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2800276
Q27524533,2324,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5105099
Q28480066,2048,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3301680
Q27527280,2386,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4601580
Q27534001,2334,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4603869
Q28480106,2132,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4145801
Q27523124,2305,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3400344
Q18276835,2581,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24104272
Q27534496,2340,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24104604
Q27523767,2372,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,703036
Q28479106,1785,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12403270
Q28479688,2168,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14517825
Q4188605,2270,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4103564
Q27532880,2308,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,8601569
Q1950207,2563,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14100037
Q27532838,2303,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,318949
Q29906774,2110,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4503082
Q23906914,2381,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3800253
Q27530034,2375,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4135628
Q30310036,2136,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14306484
Q30310044,2173,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,15700046
Q30309769,2293,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2109719
Q30309802,2137,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2203030
Q30310032,2263,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2211807
Q30310013,2142,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2300303
Q30309710,2194,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24174424
Q30309739,2263,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3201813
Q30309462,2179,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4174089
Q30310008,2301,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4603656
Q30309808,2265,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4604326
Q30309991,2281,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4613031
Q27525263,2355,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4614119
Q30309479,2257,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4628306
Q30310076,2188,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4900677
Q30309810,2270,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5701147
Q30309754,2163,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,6100457
Q30309797,2275,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,8501246
Q30309713,2210,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,919659
Q27523542,2324,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,721522
Q27531944,2375,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4104625
Q27531195,2500,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5008980
Q187788,2248,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,721530
Q2482416,2352,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,900133
Q27525569,2406,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3513602
Q27579738,2218,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4113055
Q27524613,2383,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2262916
Q4667907,2085,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2803615
Q3774349,2529,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3501728
Q27524984,2310,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3509230
Q27527358,2312,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1108611
Q27534087,2383,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2014297
Q27527837,2340,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4123069
Q484905,2525,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4119002
Q27533684,2313,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4131231
Q27525531,2398,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4197933
Q465579,2320,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,11601876
Q77224,2698,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4650891
Q27579364,2122,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,9400168
Q1749712,2497,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1005030
Q27579597,2298,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4602072
Q27531116,2384,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4127188
Q27533347,2431,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4128630
Q28480169,2168,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4188705
Q96129,2376,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4611292
Q16912953,2363,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1400142
Q27529569,2388,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1401963
Q27518875,2402,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1800485
Q27533000,2360,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2208466
Q27524874,2347,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2211351
Q27523050,2512,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2212595
Q27524979,2404,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,22200070
Q27524612,2369,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,22245561
Q27530656,2418,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2255766
Q27525735,2368,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2257610
Q27522959,2406,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2276445
Q27525801,2248,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2288265
Q27533069,2408,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2299100
Q27526164,2343,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2301490
Q27527892,2322,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2400049
Q27523911,2352,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2400073
Q27527622,2289,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2400111
Q27524453,2414,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2400731
Q27532662,2382,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2402564
Q27525606,2354,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24102172
Q27532921,2384,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24102610
Q27533809,2307,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24102644
Q27524641,2327,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24103616
Q27526772,2314,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24103926
Q27525244,2414,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24105015
Q27526390,2386,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24108138
Q27526928,2395,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24108260
Q27523371,2313,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24112526
Q27528626,2347,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24113379
Q27529867,2334,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24125059
Q27527464,2391,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24126454
Q27533689,2413,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24126748
Q27533038,2348,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24128600
Q27527818,2510,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24129100
Q27522881,2311,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24132500
Q27524896,2315,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24138185
Q27524171,2282,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24143170
Q27524619,2286,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24143413
Q27526511,2486,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24153729
Q27523086,2373,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24159409
Q27523030,2299,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24162728
Q27524676,2433,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24171743
Q27525425,2313,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24172430
Q27524148,2395,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24177156
Q27526722,2299,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24178560
Q27523260,2342,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24180637
Q27531031,1966,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24180785
Q27522941,2297,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24190497
Q27527007,2421,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24603929
Q27526870,2338,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24607029
Q27525471,2468,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24608904
Q27523617,2317,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24615765
Q27525539,2268,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24617610
Q27524276,2382,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24623075
Q27523399,2339,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24662402
Q27526468,2380,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2500019
Q27530257,2417,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,25004964
Q27530270,2356,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,25007963
Q4348358,2417,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2600030
Q27530078,2330,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,26009897
Q27525239,2323,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2800438
Q27532215,2383,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2803283
Q27526375,2445,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2803712
Q27531911,2330,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2803887
Q27528813,2349,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2807017
Q20726292,2382,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2810913
Q27526853,2322,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2811812
Q27524668,2403,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2812444
Q27527025,2337,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2900254
Q27532719,2407,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2914794
Q27523627,2410,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,300756
Q27529067,2332,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,300853
Q27532594,2321,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,30926742
Q27524997,2325,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3200140
Q27527420,2330,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,32006640
Q27525363,2365,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3201970
Q27524355,2371,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3213145
Q27533873,2309,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3400069
Q27524041,2390,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3400093
Q27531102,2375,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3401952
Q27528452,2264,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,34102458
Q27523764,2297,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,34109410
